Sequence_ID	Category_1
WP_105017910 [Nonlabens tegetincola]	group6
TAK51805 [Gammaproteobacteria bacterium]	group3
WP_084594049 [Arhodomonas aquaeolei]	group1
WP_128353853 [Pusillimonas sp. ye3]	group5
TAL37970 [Phenylobacterium sp.]	group7
WP_040334077 [Candidatus Magnetobacterium casensis]	group2
RMG83617 [Bacteroidetes bacterium]	group5
KPK58540 [Planctomycetes bacterium SM23_32]	group2
WP_011337256 [Rhodobacter sphaeroides 2.4.1]	group7
WP_018479901 [Pontibacter roseus]	group4
OGA12364 [Betaproteobacteria bacterium RIFCSPLOWO2_02_FULL_65_20]	group4
WP_043100059 [Oleiagrimonas soli]	group7
OXS28015 [Desulfovibrio sp. MES5]	group6
PLY03843 [Desulfuromonas sp.]	group3
WP_078318441 [Moraxella porci DSM 25326]	group4
WP_139447441 [Desulfobotulus sp. PAR22N]	group7
VFJ71089 [Candidatus Kentron sp. FM]	group3
WP_128782110 [Photobacterium sp. BEI 247]	group4
RZO45851 [Proteobacteria bacterium]	group4
KDR91302 [Agrobacterium tumefaciens GW4]	group3
WP_134822224 [Gammaproteobacteria bacterium LSUCC0057]	group7
WP_129218241 [bacterium RmlP001]	group2
OCA06074 [Wolbachia endosymbiont of Trichogramma pretiosum]	group3
PCI80373 [Ectothiorhodospiraceae bacterium]	group7
RPG41020 [Gammaproteobacteria bacterium TMED186]	group1
WP_078059114 [Pseudoruegeria marinistellae]	group3
WP_038130412 [Verrucomicrobia bacterium SCGC AAA168-F10]	group4
WP_078256558 [Moraxella canis]	group4
WP_116084443 [Tropicimonas sp. IMCC34011]	group6
RLA25381 [Gammaproteobacteria bacterium]	group5
WP_130098866 [Siccibacter turicensis]	group6
KPJ87684 [Gammaproteobacteria bacterium SG8_11]	group3
OHB56994 [Planctomycetes bacterium GWF2_50_10]	group2
PPC85370 [Hyphomicrobium sp.]	group3
OIQ48569 [Gammaproteobacteria bacterium MedPE]	group1
WP_019896160 [Hydrogenovibrio halophilus]	group2
RLS65885 [Planctomycetes bacterium]	group5
WP_048441218 [Caenimonas sp. SL110]	group1
WP_066892968 [Moraxella nonliquefaciens]	group3
PIQ82190 [Candidatus Omnitrophica bacterium CG11_big_fil_rev_8_21_14_0_20_64_10]	group2
RJQ48754 [Gammaproteobacteria bacterium]	group7
WP_050716577 [Ottowia sp. oral taxon 894]	group1
SBT10500 [Candidatus Propionivibrio aalborgensis]	group7
WP_093025351 [Pustulibacterium marinum]	group7
RLD62814 [Bacteroidetes bacterium]	group4
WP_140944100 [Candidatus Thermokryptus mobilis]	group6
WP_090441608 [Duganella sp. CF458]	group5
WP_088967052 [Vogesella sp. LIG4]	group4
PHR77285 [Methylophaga sp.]	group4
OGB83606 [candidate division TM6 bacterium RIFCSPHIGHO2_12_FULL_32_22]	group3
SDR12035 [Pseudoxanthomonas sp. CF385]	group5
WP_079666018 [Soonwooa buanensis]	group4
WP_103788811 [Solitalea longa]	group5
PSR05988 [Bacteroidetes bacterium SW_10_40_5]	group6
KOR29691 [Achromatium sp. WMS1]	group4
WP_093287279 [Verrucomicrobium sp. GAS474]	group5
WP_046135904 [Devosia limi DSM 17137]	group7
WP_127775051 [Bordetella sp. J329]	group7
WP_142595376 [Teredinibacter sp. ISS155]	group4
WP_085315627 [Derxia lacustris]	group2
OJZ21163 [Thiobacillus sp. 65-29]	group1
WP_100284386 [Sphingomonas sp. Cra20]	group1
GAV19365 [Mariprofundus micogutta]	group3
RKZ31842 [bacterium]	group7
RME36998 [Planctomycetes bacterium]	group7
WP_017508901 [beta proteobacterium L13]	group5
TAM10773 [Sinobacteraceae bacterium]	group3
WP_013885491 [Flexistipes sinusarabici DSM 4947]	group4
XP_006857728 [Amborella trichopoda]	group5
RME72303 [Verrucomicrobia bacterium]	group7
WP_028456572 [Chitinilyticum litopenaei]	group6
KGP73930 [Pontibacillus yanchengensis Y32]	group5
OLA80420 [Azospirillum sp. 51_20]	group5
WP_034619276 [Chitinibacter tainanensis]	group3
KJS30794 [Desulfatitalea sp. BRH_c12]	group5
PTB92464 [Marinobacter sp. Z-F4-2]	group5
OYV04611 [Verrucomicrobiales bacterium VVV1]	group6
WP_053233355 [Sandaracinus amylolyticus]	group6
WP_056308127 [Devosia sp. Root685]	group1
PHR68961 [Lutibacter sp.]	group7
WP_081637745 [Bilophila]	group4
WP_122005506 [Rhizobiales bacterium]	group1
KXU37146 [Cephaloticoccus primus]	group5
OGP81151 [Deltaproteobacteria bacterium RBG_16_64_85]	group1
PCJ14045 [Candidatus Marinimicrobia bacterium]	group4
OFZ20956 [Bdellovibrionales bacterium RIFOXYA1_FULL_36_14]	group6
TNF36733 [Gammaproteobacteria bacterium]	group1
ODU30563 [Thiobacillus sp. SCN 62-729]	group4
OGS12871 [Elusimicrobia bacterium RIFOXYA2_FULL_58_8]	group7
WP_097675332 [Bradyrhizobium sp. C9]	group3
KTD30990 [Legionella moravica]	group1
WP_038007375 [Sutterella]	group7
WP_045363021 [Mycoavidus cysteinexigens]	group7
AEY01720 [Oceanimonas sp. GK1]	group2
WP_091813732 [Marinobacter mobilis]	group2
WP_121644724 [Notoacmeibacter sp. M2BS9Y-3-1]	group3
WP_139448703 [Desulfobotulus sp. PAR22N]	group1
WP_083489898 [Stenotrophomonas ginsengisoli]	group4
WP_080798694 [Agrobacterium genomosp. 1 str. S56]	group1
PYS45899 [Acidobacteria bacterium]	group2
TSA37519 [Methylococcaceae bacterium]	group5
PIP94576 [Bdellovibrio sp. CG_4_9_14_3_um_filter_39_7]	group3
WP_110559300 [Komagataeibacter pomaceti]	group1
WP_094766973 [Bacillus sp. OG2]	group5
WP_142596926 [Teredinibacter sp. ISS155]	group2
WP_082311413 [Bartonella ancashensis]	group3
AWT60846 [Candidatus Moanabacter tarae]	group7
OYY54574 [Halothiobacillus sp. 28-55-5]	group2
RTZ84252 [SAR324 cluster bacterium]	group5
WP_136824988 [Pedobacter sp. AR-3-17]	group1
WP_093318070 [Thorsellia anophelis DSM 18579]	group6
WP_035177133 [Bacillus bogoriensis]	group4
WP_009022394 [gamma proteobacterium NOR5-3]	group2
WP_091535486 [Fontimonas thermophila]	group1
WP_046021698 [Magnetospira sp. QH-2]	group3
WP_043948845 [Candidatus Phaeomarinobacter ectocarpi]	group4
WP_141056350 [Tepidiphilus succinatimandens]	group4
WP_069834445 [Fabibacter misakiensis]	group6
PJB14540 [Flavobacteriales bacterium CG_4_9_14_3_um_filter_32_8]	group3
WP_066049827 [Halioglobus sp. HI00S01]	group2
KPJ61346 [Latescibacteria bacterium DG_63]	group2
WP_135985184 [Sphingomonas naasensis]	group5
WP_054313072 [Mesorhizobium sp. 1M-11]	group1
TFG78271 [Thermodesulfobacteriales bacterium]	group7
WP_090286652 [Nitrosomonas mobilis]	group1
WP_057625101 [Candidatus Berkiella cookevillensis]	group7
WP_068358431 [Rhodobacteraceae bacterium SB2]	group2
RMH39223 [Deltaproteobacteria bacterium]	group7
WP_121025398 [Litoreibacter meonggei]	group3
OPL16389 [delta proteobacterium MLS_D]	group1
RKQ86464 [Solirubrobacter pauli]	group7
SHF04041 [Thermomonas hydrothermalis]	group3
WP_041186253 [Candidatus Kinetoplastibacterium desouzaii]	group7
WP_093141631 [Ruminobacter amylophilus]	group5
OJX13782 [Burkholderiales bacterium 68-20]	group7
WP_139475939 [Bathymodiolus brooksi thiotrophic gill symbiont]	group5
WP_077243510 [Thioalkalivibrio halophilus]	group3
TCK04684 [Phorcysia thermohydrogeniphila]	group7
WP_137900469 [Rhizobiales bacterium 3FA27D7]	group2
WP_028324111 [Desulfatirhabdium butyrativorans]	group5
WP_067037787 [Marinomonas gallaica]	group6
WP_119898563 [Paracoccus siganidrum]	group7
WP_025916630 [Herminiimonas sp. CN]	group6
WP_099827692 [Oceaniglobus indicus]	group3
RKY80148 [candidate division KSB1 bacterium]	group7
WP_018931445 [Gracilibacillus lacisalsi]	group3
WP_064718860 [Proteus hauseri ATCC 700826]	group7
WP_072294091 [Nitrosovibrio sp. Nv17]	group1
WP_119524593 [Bisgaard Taxon 44 str. B96_3]	group5
WP_022854219 [Thermodesulfatator atlanticus]	group2
RMG11605 [Deltaproteobacteria bacterium]	group7
OAI52525 [Betaproteobacteria bacterium SCGC AG-212-J23]	group1
OUS13643 [Rhodospirillales bacterium 47_12_T64]	group5
WP_092021459 [Marinobacter zhejiangensis]	group4
WP_007414764 [Pedosphaera parvula Ellin514]	group6
WP_049596431 [Yersinia nurmii]	group7
PKL93933 [Gemmatimonadetes bacterium HGW-Gemmatimonadetes-1]	group4
OEU59139 [Desulfuromonadales bacterium C00003094]	group3
RYZ70950 [Proteobacteria bacterium]	group3
PZQ45900 [Micavibrio aeruginosavorus]	group1
OHB63251 [Planctomycetes bacterium RBG_13_50_24]	group6
WP_130990571 [Paracoccus sp. GY0581]	group4
WP_136377638 [Bacillus timonensis]	group4
WP_098180674 [Halomonas salina]	group7
WP_015904575 [Desulfobacterium autotrophicum HRM2]	group2
TAH04025 [Sphingobacteriales bacterium]	group6
WP_087480667 [Vibrio mangrovi]	group5
WP_069437587 [Methyloceanibacter methanicus]	group1
WP_027859314 [Marinobacterium jannaschii]	group4
OJW82731 [Bacteroidetes bacterium 46-16]	group7
WP_027469003 [Deefgea rivuli]	group3
WP_130537975 [Thiomicrorhabdus sp. 13-15A]	group7
WP_124223964 [Tibeticola sediminis]	group1
WP_078117897 [Chromatiaceae bacterium 2141T.STBD.0c.01a]	group5
WP_005008758 [Nitrospina gracilis 3/211]	group6
WP_106448280 [Simplicispira suum]	group6
PZO92431 [Haemophilus parainfluenzae]	group7
WP_027486236 [Rhizobium undicola]	group4
TDJ45508 [Gammaproteobacteria bacterium]	group7
WP_102966697 [Vibrio diazotrophicus]	group6
WP_010862670 [Plesiomonas shigelloides]	group7
GBE05719 [bacterium BMS3Bbin08]	group2
WP_028254764 [Veillonella magna]	group5
WP_026774068 [Asinibacterium sp. OR43]	group4
PYX78115 [Acidobacteria bacterium]	group3
WP_087355469 [Desulfovibrio sp. An276]	group6
WP_007226689 [marine gamma proteobacterium HTCC2143]	group1
WP_098108689 [Novosphingobium sp. PC22D]	group6
PKI41082 [Punica granatum]	group3
WP_105532301 [Solimicrobium silvestre]	group6
WP_134276063 [Psychromonas sp. RZ22]	group6
REJ36787 [Firmicutes bacterium]	group6
WP_087517247 [Pseudomonas sp. M30-35]	group5
RTL60574 [Rhizobiales bacterium]	group7
WP_055662465 [Jannaschia seosinensis]	group1
PSH03978 [Acidobacteria bacterium]	group4
PCJ34104 [Alphaproteobacteria bacterium]	group6
WP_051395358 [Bacillus sp. FJAT-14578]	group4
WP_112579274 [Rhizobiales bacterium]	group1
WP_013513140 [Pseudodesulfovibrio aespoeensis Aspo-2]	group5
WP_086635481 [Acetobacter sp. DsW_059]	group3
PZQ81064 [Starkeya novella]	group6
OQY57656 [Desulfobacteraceae bacterium 4572_88]	group3
PPR76328 [Alphaproteobacteria bacterium MarineAlpha3_Bin5]	group1
WP_103761389 [Roseovarius confluentis]	group6
EXB34463 [Morus notabilis]	group1
OYW39007 [Hydrogenophilales bacterium 32-62-9]	group6
WP_026441994 [Acidobacterium ailaaui]	group4
WP_019246819 [Alistipes ihumii]	group7
WP_009095077 [Rhodopirellula sp. SWK7]	group2
CCY16040 [Prevotella sp. CAG:755]	group3
WP_123296040 [Comamonas sp. BIGb0124]	group7
WP_055086826 [Jannaschia donghaensis]	group4
PKM10472 [Gammaproteobacteria bacterium HGW-Gammaproteobacteria-3]	group7
WP_047761896 [Neisseria arctica]	group2
WP_013011636 [Denitrovibrio acetiphilus DSM 12809]	group4
WP_055866818 [Methylophilus sp. Leaf414]	group1
PIF01136 [Maribacter sp.]	group3
WP_019936263 [Bordetella sp. FB-8]	group1
PLX84917 [Desulfuromonas sp.]	group5
OQW97360 [Desulfobacteraceae bacterium A6]	group2
PYN46204 [Candidatus Rokubacteria bacterium]	group7
WP_013506125 [Desulfurispirillum indicum S5]	group2
WP_037562217 [Alkalispirochaeta odontotermitis]	group5
WP_036251347 [Methylobacter sp. BBA5.1]	group7
WP_111529227 [Phenylobacterium sp. LX32]	group3
WP_043113489 [Solimonas soli]	group7
WP_038489708 [Janthinobacterium agaricidamnosum]	group4
WP_107835296 [Opitutus sp. ER46]	group7
WP_140985156 [Asticcacaulis sp. 3.1105]	group4
RXH90155 [Malus domestica]	group4
WP_081896287 [Roseovarius sp. MCTG156(2b)]	group2
WP_114645488 [Pelagibacterium sp. XYN52]	group3
WP_103523023 [Aquitalea sp. MWU14-2217]	group7
RME17903 [Alphaproteobacteria bacterium]	group3
OYU18520 [Rhodobacteraceae bacterium PARR1]	group5
WP_134077596 [Rhodovulum visakhapatnamense]	group5
WP_011698686 [Syntrophobacter fumaroxidans MPOB]	group6
WP_116964726 [Fastidiosibacter lacustris]	group3
EHL81970 [Tannerella sp. CAG:51]	group4
WP_007800954 [Salipiger bermudensis HTCC2601]	group2
WP_111613805 [Bacillus sp. YR335]	group4
RLS62636 [Planctomycetes bacterium]	group6
WP_106203742 [Pseudoruegeria haliotis]	group6
WP_102345415 [Bacillus sp. Marseille-P3661]	group1
WP_006003509 [Glaciecola punicea ACAM 611]	group6
WP_008284534 [gamma proteobacterium HTCC5015]	group3
WP_039975738 [Pseudomonas psychrotolerans]	group5
WP_035419690 [Bacillus sp. JCM 19046]	group5
XP_012089615 [Jatropha curcas]	group6
PYQ59419 [Acidobacteria bacterium]	group1
AJP74618 [Sphingomonas hengshuiensis]	group3
WP_139950656 [Mesorhizobium sp. 8]	group5
KDA04079 [Hyphomonas oceanitis SCH89]	group4
RPG52126 [Gammaproteobacteria bacterium TMED104]	group3
WP_013454715 [Marivirga tractuosa DSM 4126]	group1
KLV24523 [Bacillus circulans]	group5
OGR25594 [Desulfobacterales bacterium RIFOXYA12_FULL_46_15]	group4
RZL50060 [Variovorax sp.]	group5
WP_020592734 [Kiloniella laminariae]	group1
OJU75409 [Bacteroidetes bacterium 47-18]	group7
WP_026038063 [Halomonas sp. KM-1]	group6
TAM97494 [Rhodanobacteraceae bacterium]	group6
TDI76712 [Bacteroidetes bacterium]	group2
WP_093516562 [Stigmatella erecta]	group1
WP_049682446 [Bacillus loiseleuriae]	group4
WP_096458593 [Sulfurifustis variabilis]	group2
WP_037165209 [Pseudorhizobium pelagicum]	group3
TMA97076 [Deltaproteobacteria bacterium]	group6
WP_123482298 [Bacteroidales bacterium]	group4
OOO03224 [Chromatiales bacterium USCg_Taylor]	group3
WP_082674529 [Thiohalocapsa sp. ML1]	group6
OGC94706 [candidate division Zixibacteria bacterium RBG_16_53_22]	group6
OGB94294 [candidate division NC10 bacterium RIFCSPLOWO2_12_FULL_66_18]	group3
WP_106462195 [Mesoflavibacter aestuarii]	group2
PYS60615 [Acidobacteria bacterium]	group5
WP_021097182 [Rubellimicrobium thermophilum DSM 16684]	group6
XP_026406482 [Papaver somniferum]	group5
PZN77748 [Candidatus Methyloumidiphilus alinensis]	group3
TAL54052 [Pandoraea sp.]	group6
WP_126174951 [Altererythrobacter rigui]	group5
TAG26504 [Burkholderiales bacterium]	group3
WP_099057531 [Rhizobium sp. ACO-34A]	group1
WP_132097723 [Gulbenkiania mobilis]	group6
WP_035581960 [Hyphomonas jannaschiana]	group5
RYZ86874 [Proteobacteria bacterium]	group6
SEM90278 [Luteibacter sp. UNCMF331Sha3.1]	group5
WP_093066802 [Thiothrix caldifontis]	group5
WP_073149415 [Mesonia phycicola]	group5
OUV91293 [Puniceicoccaceae bacterium TMED149]	group7
WP_027353467 [Desulfosarcina sp. BuS5]	group7
WP_131280411 [Hylemonella gracilis]	group6
WP_134258574 [Bacillus lehensis]	group1
WP_039620905 [Acinetobacter harbinensis]	group4
WP_077300812 [Aquaspirillum sp. LM1]	group1
WP_066612170 [Bosea sp. PAMC 26642]	group5
RZO26877 [SAR86 cluster bacterium]	group6
WP_055933261 [Sphingomonas sp. Leaf17]	group7
OHC73374 [Rhodospirillales bacterium RIFCSPLOWO2_12_FULL_58_28]	group4
PZU58079 [Sphingobium sp.]	group6
APH06973 [Bacillus weihaiensis]	group7
RIK67931 [Planctomycetes bacterium]	group2
WP_107285163 [Photobacterium lipolyticum]	group3
WP_121463398 [Arsenophonus endosymbiont of Aleurodicus dispersus]	group1
OGU01360 [Geobacteraceae bacterium GWF2_54_21]	group2
WP_116662290 [Tardiphaga sp. OV697]	group5
WP_025225279 [Fimbriimonas ginsengisoli Gsoil 348]	group7
OUV61284 [Candidatus Pelagibacter sp. TMED128]	group4
WP_092401464 [unclassified Bacteria (miscellaneous)]	group4
RJP67701 [Comamonadaceae bacterium]	group3
WP_133038514 [Shewanella fodinae]	group3
WP_088652710 [Marinibacterium profundimaris]	group2
WP_112599723 [Rhizobiales bacterium]	group7
PWL62635 [Bacteroidales bacterium]	group7
WP_028669729 [Saccharospirillum impatiens]	group3
WP_113104382 [Rhizobiales bacterium]	group3
WP_011282955 [Candidatus Blochmannia pennsylvanicus str. BPEN]	group6
BBE00053 [Sphingobium amiense]	group1
TAL07932 [Porticoccaceae bacterium]	group6
WP_036831226 [Pontibacillus litoralis JSM 072002]	group2
PYU94886 [Acidobacteria bacterium]	group3
WP_108734238 [Microbulbifer sp. A4B17]	group4
PCK02647 [Flavobacteriales bacterium]	group6
RKX67637 [Thermodesulfobacteria bacterium]	group7
PYP86293 [Blastocatellia bacterium AA13]	group7
WP_017472715 [Amphibacillus jilinensis]	group5
OHE56979 [Thermodesulfovibrio sp. RBG_19FT_COMBO_41_18]	group5
WP_056274533 [Methylobacterium sp. Leaf88]	group5
WP_061924243 [Altererythrobacter epoxidivorans]	group2
RYE05722 [Rickettsiaceae bacterium]	group4
PZQ58953 [Phenylobacterium zucineum]	group5
PTM09862 [Bacteroidetes bacterium]	group6
PKP30074 [Bacteroidetes bacterium HGW-Bacteroidetes-16]	group3
KKW69204 [Lampropedia cohaerens]	group1
RMH61138 [Zetaproteobacteria bacterium]	group6
OGQ04310 [Deltaproteobacteria bacterium RIFCSPLOWO2_12_FULL_44_12]	group5
WP_082081586 [Methylocucumis oryzae]	group2
WP_007674466 [alpha proteobacterium BAL199]	group6
WP_015398057 [Bartonella australis Aust/NH1]	group3
KPK28231 [Nitrospira bacterium SG8_3]	group2
RLC05326 [Deltaproteobacteria bacterium]	group3
WP_108782151 [Pontivivens insulae]	group6
TAL15610 [bacterium]	group3
WP_066257895 [Bacillus drentensis]	group1
WP_108602029 [Catenovulum sp. CCB-QB4]	group1
TMK25890 [Actinobacteria bacterium]	group6
WP_110111482 [Bacillus sp. CGMCC 1.16541]	group5
RKZ72764 [Gammaproteobacteria bacterium]	group7
WP_024001322 [Acidovorax sp. MR-S7]	group1
WP_119083174 [Altererythrobacter sp. B11]	group6
TLY77381 [Gammaproteobacteria bacterium]	group4
WP_009726375 [Methylophaga lonarensis MPL]	group5
WP_044619073 [Gynuella sunshinyii YC6258]	group3
WP_136131516 [Pantoea sp. SoET]	group6
WP_091335861 [Frateuria terrea]	group7
WP_019120143 [Brevibacillus massiliensis]	group7
WP_069981075 [Geosporobacter ferrireducens]	group1
RZJ73905 [Flavobacterium sp.]	group7
RLJ40223 [Acidovorax sp. 106]	group4
WP_141511393 [Ramlibacter sp. WS9]	group7
CAL68511 [Gramella forsetii KT0803]	group4
WP_072285450 [Pelobacter acetylenicus]	group4
TDI11287 [Acidobacteria bacterium]	group3
WP_115392926 [Rhodovulum sp. 12E13]	group6
SBW03185 [uncultured delta proteobacterium]	group6
WP_124210264 [Vespertiliibacter pulmonis]	group7
WP_072297015 [Paracoccus sp. SM22M-07]	group7
WP_111989024 [Cellvibrionaceae bacterium AOL6]	group3
WP_142941163 [Aliikangiella marina]	group6
OGR86048 [Elusimicrobia bacterium RIFCSPLOWO2_01_FULL_60_11]	group6
OGP58918 [Deltaproteobacteria bacterium RBG_13_49_15]	group7
KPK07022 [Betaproteobacteria bacterium SG8_39]	group5
TAH69087 [Rhodopseudomonas palustris]	group6
RKV75715 [Alloprevotella sp.]	group1
WP_106722439 [Mesorhizobium soli]	group6
AWL12033 [Salinimonas sp. HMF8227]	group2
WP_083687779 [Lawsonia intracellularis]	group5
PYJ40796 [Verrucomicrobia bacterium]	group7
WP_119584013 [Erythrobacter sp. V18]	group7
WP_109823917 [Leucothrix sp. IMCC9719]	group4
OIP83052 [Rhodobacterales bacterium CG2_30_65_12]	group5
OGA54247 [Betaproteobacteria bacterium RIFCSPLOWO2_12_FULL_62_58]	group3
KXK11398 [Armatimonadetes bacterium OLB18]	group1
OGT02715 [Gallionellales bacterium RBG_16_57_15]	group4
WP_027986119 [delta proteobacterium PSCGC 5451]	group3
OYD16792 [candidate division WOR-3 bacterium JGI_Cruoil_03_51_56]	group7
QCI21067 [Buchnera aphidicola (Hyperomyzus lactucae)]	group7
WP_023402681 [Vibrio halioticoli NBRC 102217]	group5
WP_021707873 [Vibrio azureus]	group4
KPK38191 [Gammaproteobacteria bacterium SG8_47]	group3
WP_023045077 [Photorhabdus temperata J3]	group6
WP_124848574 [Acidipila sp. EB88]	group2
PYL22315 [Verrucomicrobia bacterium]	group3
PYQ42661 [Acidobacteria bacterium]	group4
WP_101533452 [Cohaesibacter sp. H1304]	group2
WP_135061469 [Brevundimonas sp. MF30-B]	group7
WP_076068720 [Sphingomonas montana]	group6
WP_086100042 [Chitinophagaceae bacterium IBVUCB1]	group1
WP_082735646 [Pseudovibrio stylochi]	group2
GAK56042 [Candidatus Vecturithrix granuli]	group1
WP_131354931 [Aquitalea sp. USM4]	group1
WP_057659138 [Pseudoxanthomonas dokdonensis]	group5
WP_109837180 [Leucothrix pacifica]	group1
PCH62235 [Gammaproteobacteria bacterium]	group6
WP_129216023 [Candidatus Marinimicrobia bacterium]	group1
OGW91585 [Omnitrophica bacterium RIFCSPHIGHO2_02_FULL_63_14]	group7
WP_100320886 [Xanthomonadaceae bacterium NML95-0200]	group1
PZO64867 [Pseudoxanthomonas suwonensis]	group1
RLC12597 [Deltaproteobacteria bacterium]	group7
WP_008945531 [Oceanibaculum indicum P24]	group5
PWK58612 [Silicimonas algicola]	group2
WP_101459080 [Paracoccus sp. BM15]	group2
PSR34546 [Sulfobacillus benefaciens]	group2
RYE40260 [Sphingobacteriales bacterium]	group5
WP_127697924 [Rheinheimera sp. KYPC3]	group3
WP_073361916 [Flavobacterium fontis]	group5
WP_099105087 [Lewinella marina]	group6
TDJ10743 [Gammaproteobacteria bacterium]	group6
GBU08100 [Bacteroidales bacterium]	group6
TMK63165 [Actinobacteria bacterium]	group7
WP_089272571 [Puniceibacterium sediminis]	group1
WP_058461219 [Legionella adelaidensis]	group5
WP_135440062 [Thalassotalea sp. HSM 43]	group2
PSQ92345 [Bacteroidetes bacterium SW_4_67_19]	group6
RMG06033 [Nitrospirae bacterium]	group1
WP_035528769 [Haliea salexigens]	group7
TMJ95639 [Actinobacteria bacterium]	group5
OQX30166 [Candidatus Sedimenticola endophacoides]	group7
GBE07823 [bacterium BMS3Abin11]	group1
WP_066592369 [Turicimonas muris]	group4
PPR19356 [Alphaproteobacteria bacterium MarineAlpha10_Bin2]	group1
WP_018276972 [Teredinibacter turnerae]	group3
PHT56309 [Capsicum baccatum]	group4
WP_125216266 [Rickettsiales endosymbiont of Stachyamoeba lipophora]	group3
WP_017755950 [Bacillus oryziterrae]	group4
RLS89798 [Planctomycetes bacterium]	group2
WP_121468380 [Alteromonadaceae bacterium 2052S.S.stab0a.01]	group5
ODT61590 [Phenylobacterium sp. SCN 69-14]	group6
WP_027995536 [Simplicispira psychrophila]	group7
WP_005155048 [Acinetobacter sp. ANC 3929]	group3
WP_119986134 [Arachidicoccus sp. KIS59-12]	group3
WP_137939437 [Chitinivorax sp. B]	group5
PDH21414 [Pelagibacterales bacterium MED-G42]	group7
WP_008867174 [Polaribacter sp. BACL8 MAG-120419-bin8]	group4
RZO57940 [Sandaracinaceae bacterium]	group5
WP_067298665 [Marinobacterium profundum]	group6
KKB96600 [Candidatus Arcanobacter lacustris]	group7
XP_019707948 [Elaeis guineensis]	group3
WP_132601006 [Rhodovulum adriaticum]	group6
WP_031208760 [Halomonas huangheensis]	group5
WP_070969198 [Clostridium formicaceticum]	group4
WP_017842174 [Methylomicrobium buryatense]	group5
RPJ75632 [Alphaproteobacteria bacterium]	group5
WP_046865291 [Microvirga massiliensis]	group2
WP_097146227 [Pseudooceanicola antarcticus]	group3
WP_062177206 [Bacillales]	group1
RMF97200 [Planctomycetes bacterium]	group2
WP_019882078 [Methylophilus]	group5
PSS30010 [Actinidia chinensis var. chinensis]	group1
RED16224 [Parasphingopyxis lamellibrachiae]	group5
PIQ97830 [Nitrospinae bacterium CG11_big_fil_rev_8_21_14_0_20_56_8]	group3
WP_121172271 [Kushneria sinocarnis]	group2
WP_132245007 [Primorskyibacter sedentarius]	group2
